x,y,z,eta_at,eta_cos,eta_ref,eta_sb,eta_trunc,eta
-96.435000,94.264000,4.000000,0.975478,0.994481,0.920000,0.863281,1.000000,0.770467
-104.607000,85.104000,4.000000,0.975478,0.993141,0.920000,0.863281,1.000000,0.769429
-111.912000,75.239000,4.000000,0.975478,0.990074,0.920000,0.863281,1.000000,0.767053
-118.291000,64.751000,4.000000,0.975478,0.985288,0.920000,0.863281,1.000000,0.763345
-123.689000,53.726000,4.000000,0.975478,0.978799,0.920000,0.882812,1.000000,0.775474
-128.062000,42.255000,4.000000,0.975478,0.970626,0.920000,0.882812,1.000000,0.768999
-131.373000,30.435000,4.000000,0.975478,0.960797,0.920000,0.902344,1.000000,0.778053
-133.597000,18.362000,4.000000,0.975478,0.949341,0.920000,0.937500,1.000000,0.798728
-134.713000,6.138000,4.000000,0.975478,0.936296,0.920000,0.953125,0.995902,0.797600
-134.713000,-6.138000,4.000000,0.975478,0.921705,0.920000,0.976562,0.996000,0.804557
-133.597000,-18.362000,4.000000,0.975478,0.905619,0.920000,1.000000,0.984375,0.800039
-131.373000,-30.435000,4.000000,0.975478,0.888090,0.920000,0.984375,0.992063,0.778327
-128.062000,-42.255000,4.000000,0.975478,0.869185,0.920000,0.968750,0.991935,0.749571
-123.689000,-53.726000,4.000000,0.975478,0.848970,0.920000,0.976562,0.988000,0.735114
-118.291000,-64.751000,4.000000,0.975478,0.827526,0.920000,1.000000,0.976562,0.725249
-111.912000,-75.239000,4.000000,0.975478,0.804939,0.920000,1.000000,0.976562,0.705453
-104.607000,-85.104000,4.000000,0.975478,0.781305,0.920000,1.000000,0.976562,0.684741
-96.435000,-94.264000,4.000000,0.975478,0.756732,0.920000,1.000000,0.976562,0.663205
-87.463000,-102.643000,4.000000,0.975478,0.731338,0.920000,1.000000,0.976562,0.640949
-77.767000,-110.171000,4.000000,0.975478,0.705258,0.920000,1.000000,0.968750,0.613148
-67.426000,-116.786000,4.000000,0.975478,0.678640,0.920000,1.000000,0.976562,0.594764
-56.527000,-122.434000,4.000000,0.975478,0.651654,0.920000,1.000000,0.984375,0.575682
-45.159000,-127.067000,4.000000,0.975478,0.624489,0.920000,1.000000,0.984375,0.551684
-33.418000,-130.647000,4.000000,0.975478,0.597364,0.920000,1.000000,0.984375,0.527722
-21.399000,-133.144000,4.000000,0.975478,0.570521,0.920000,1.000000,0.992188,0.508008
-9.203000,-134.538000,4.000000,0.975478,0.544243,0.920000,1.000000,0.992188,0.484610
3.070000,-134.818000,4.000000,0.975478,0.518848,0.920000,1.000000,1.000000,0.465635
15.317000,-133.980000,4.000000,0.975478,0.494701,0.920000,1.000000,1.000000,0.443964
27.437000,-132.032000,4.000000,0.975478,0.472207,0.920000,1.000000,1.000000,0.423778
39.329000,-128.990000,4.000000,0.975478,0.451814,0.920000,1.000000,1.000000,0.405476
50.896000,-124.879000,4.000000,0.975478,0.433995,0.920000,1.000000,1.000000,0.389485
62.041000,-119.734000,4.000000,0.975478,0.419237,0.920000,1.000000,1.000000,0.376240
72.672000,-113.596000,4.000000,0.975478,0.408000,0.920000,1.000000,0.984375,0.360434
82.701000,-106.517000,4.000000,0.975478,0.400676,0.920000,1.000000,0.953125,0.342727
92.044000,-98.555000,4.000000,0.975478,0.397544,0.920000,1.000000,0.984375,0.351197
100.625000,-89.777000,4.000000,0.975478,0.398727,0.920000,1.000000,0.953125,0.341060
108.372000,-80.255000,4.000000,0.975478,0.404179,0.920000,1.000000,0.968750,0.351391
115.221000,-70.067000,4.000000,0.975478,0.413688,0.920000,1.000000,1.000000,0.371260
121.115000,-59.299000,4.000000,0.975478,0.426906,0.920000,1.000000,1.000000,0.383123
126.006000,-48.040000,4.000000,0.975478,0.443398,0.920000,1.000000,1.000000,0.397923
129.852000,-36.383000,4.000000,0.975478,0.462685,0.920000,1.000000,1.000000,0.415232
132.623000,-24.424000,4.000000,0.975478,0.484286,0.920000,1.000000,1.000000,0.434618
134.294000,-12.263000,4.000000,0.975478,0.507737,0.920000,1.000000,1.000000,0.455664
134.853000,0.000000,4.000000,0.975478,0.532614,0.920000,1.000000,1.000000,0.477989
148.218000,5.973000,4.000000,0.974156,0.533542,0.920000,1.000000,1.000000,0.478173
147.257000,17.880000,4.000000,0.974156,0.557680,0.920000,1.000000,0.992188,0.495902
145.340000,29.671000,4.000000,0.974156,0.582252,0.920000,1.000000,0.992188,0.517751
142.481000,41.270000,4.000000,0.974156,0.607053,0.920000,0.960938,0.995935,0.520678
138.699000,52.601000,4.000000,0.974156,0.631905,0.920000,0.945312,0.991736,0.530933
134.016000,63.591000,4.000000,0.974156,0.656653,0.920000,0.890625,0.991228,0.519542
128.465000,74.169000,4.000000,0.974156,0.681154,0.920000,0.847656,0.990783,0.512696
122.080000,84.266000,4.000000,0.974156,0.705284,0.920000,0.765625,0.989796,0.479007
114.903000,93.816000,4.000000,0.974156,0.728931,0.920000,0.667969,0.988304,0.431270
106.982000,102.757000,4.000000,0.974156,0.751991,0.920000,0.683594,0.977143,0.450179
98.366000,111.033000,4.000000,0.974156,0.774380,0.920000,0.726562,0.978495,0.493403
89.113000,118.588000,4.000000,0.974156,0.796009,0.920000,0.750000,0.979167,0.523905
79.282000,125.374000,4.000000,0.974156,0.816807,0.920000,0.828125,0.981132,0.594784
68.936000,131.347000,4.000000,0.974156,0.836707,0.920000,0.832031,0.990610,0.618062
58.144000,136.468000,4.000000,0.974156,0.855643,0.920000,0.925781,0.991561,0.703942
46.974000,140.704000,4.000000,0.974156,0.873562,0.920000,0.988281,0.996047,0.770674
35.500000,144.028000,4.000000,0.974156,0.890412,0.920000,1.000000,0.992188,0.791774
23.795000,146.417000,4.000000,0.974156,0.906146,0.920000,1.000000,0.992188,0.805765
11.936000,147.857000,4.000000,0.974156,0.920721,0.920000,1.000000,1.000000,0.825172
0.000000,148.338000,4.000000,0.974156,0.934099,0.920000,1.000000,0.000000,0.000000
-11.936000,147.857000,4.000000,0.974156,0.946246,0.920000,0.964844,1.000000,0.818234
-23.795000,146.417000,4.000000,0.974156,0.957132,0.920000,0.937500,1.000000,0.804192
-35.500000,144.028000,4.000000,0.974156,0.966730,0.920000,0.878906,1.000000,0.761490
-46.974000,140.704000,4.000000,0.974156,0.975015,0.920000,0.890625,1.000000,0.778256
-58.144000,136.468000,4.000000,0.974156,0.981969,0.920000,0.859375,1.000000,0.756305
-68.936000,131.347000,4.000000,0.974156,0.987575,0.920000,0.859375,1.000000,0.760623
-79.282000,125.374000,4.000000,0.974156,0.991820,0.920000,0.824219,1.000000,0.732642
-89.113000,118.588000,4.000000,0.974156,0.994693,0.920000,0.804688,1.000000,0.717353
-98.366000,111.033000,4.000000,0.974156,0.996187,0.920000,0.804688,1.000000,0.718431
-106.982000,102.757000,4.000000,0.974156,0.996301,0.920000,0.785156,1.000000,0.701073
-114.903000,93.816000,4.000000,0.974156,0.995032,0.920000,0.765625,1.000000,0.682763
-122.080000,84.266000,4.000000,0.974156,0.992385,0.920000,0.746094,1.000000,0.663575
-128.465000,74.169000,4.000000,0.974156,0.988365,0.920000,0.726562,1.000000,0.643586
-134.016000,63.591000,4.000000,0.974156,0.982981,0.920000,0.707031,1.000000,0.622874
-138.699000,52.601000,4.000000,0.974156,0.976247,0.920000,0.765625,1.000000,0.669873
-142.481000,41.270000,4.000000,0.974156,0.968178,0.920000,0.757812,1.000000,0.657558
-145.340000,29.671000,4.000000,0.974156,0.958794,0.920000,0.820312,1.000000,0.704890
-147.257000,17.880000,4.000000,0.974156,0.948118,0.920000,0.875000,1.000000,0.743510
-148.218000,5.973000,4.000000,0.974156,0.936176,0.920000,0.890625,1.000000,0.747255
-148.218000,-5.973000,4.000000,0.974156,0.922997,0.920000,0.949219,1.000000,0.785205
-147.257000,-17.880000,4.000000,0.974156,0.908616,0.920000,1.000000,0.992188,0.807962
-145.340000,-29.671000,4.000000,0.974156,0.893070,0.920000,1.000000,0.992188,0.794138
-142.481000,-41.270000,4.000000,0.974156,0.876401,0.920000,1.000000,0.992188,0.779315
-138.699000,-52.601000,4.000000,0.974156,0.858654,0.920000,1.000000,0.984375,0.757522
-134.016000,-63.591000,4.000000,0.974156,0.839880,0.920000,1.000000,0.984375,0.740959
-128.465000,-74.169000,4.000000,0.974156,0.820135,0.920000,0.984375,0.988095,0.714926
-122.080000,-84.266000,4.000000,0.974156,0.799478,0.920000,0.953125,0.991803,0.677327
-114.903000,-93.816000,4.000000,0.974156,0.777979,0.920000,0.937500,0.991667,0.648219
-106.982000,-102.757000,4.000000,0.974156,0.755712,0.920000,1.000000,0.984375,0.666705
-98.366000,-111.033000,4.000000,0.974156,0.732753,0.920000,1.000000,0.984375,0.646450
-89.113000,-118.588000,4.000000,0.974156,0.709197,0.920000,1.000000,0.984375,0.625668
-79.282000,-125.374000,4.000000,0.974156,0.685140,0.920000,1.000000,0.984375,0.604445
-68.936000,-131.347000,4.000000,0.974156,0.660692,0.920000,1.000000,0.984375,0.582876
-58.144000,-136.468000,4.000000,0.974156,0.635977,0.920000,1.000000,0.984375,0.561072
-46.974000,-140.704000,4.000000,0.974156,0.611130,0.920000,1.000000,0.992188,0.543431
-35.500000,-144.028000,4.000000,0.974156,0.586309,0.920000,1.000000,0.992188,0.521359
-23.795000,-146.417000,4.000000,0.974156,0.561687,0.920000,1.000000,0.992188,0.499464
-11.936000,-147.857000,4.000000,0.974156,0.537462,0.920000,0.976562,1.000000,0.470396
0.000000,-148.338000,4.000000,0.974156,0.513859,0.920000,1.000000,0.000000,0.000000
11.936000,-147.857000,4.000000,0.974156,0.491132,0.920000,1.000000,1.000000,0.440164
23.795000,-146.417000,4.000000,0.974156,0.469564,0.920000,1.000000,1.000000,0.420835
35.500000,-144.028000,4.000000,0.974156,0.449472,0.920000,1.000000,1.000000,0.402828
46.974000,-140.704000,4.000000,0.974156,0.431204,0.920000,1.000000,1.000000,0.386455
58.144000,-136.468000,4.000000,0.974156,0.415123,0.920000,1.000000,1.000000,0.372044
68.936000,-131.347000,4.000000,0.974156,0.401606,0.920000,1.000000,1.000000,0.359929
79.282000,-125.374000,4.000000,0.974156,0.391005,0.920000,1.000000,1.000000,0.350428
89.113000,-118.588000,4.000000,0.974156,0.383638,0.920000,1.000000,0.968750,0.333081
98.366000,-111.033000,4.000000,0.974156,0.379739,0.920000,1.000000,0.953125,0.324378
106.982000,-102.757000,4.000000,0.974156,0.379442,0.920000,1.000000,0.968750,0.329438
114.903000,-93.816000,4.000000,0.974156,0.382756,0.920000,1.000000,0.968750,0.332315
122.080000,-84.266000,4.000000,0.974156,0.389568,0.920000,1.000000,0.992188,0.346413
128.465000,-74.169000,4.000000,0.974156,0.399658,0.920000,1.000000,1.000000,0.358183
134.016000,-63.591000,4.000000,0.974156,0.412722,0.920000,1.000000,1.000000,0.369892
138.699000,-52.601000,4.000000,0.974156,0.428408,0.920000,1.000000,1.000000,0.383949
142.481000,-41.270000,4.000000,0.974156,0.446343,0.920000,1.000000,1.000000,0.400023
145.340000,-29.671000,4.000000,0.974156,0.466160,0.920000,1.000000,1.000000,0.417784
147.257000,-17.880000,4.000000,0.974156,0.487507,0.920000,1.000000,1.000000,0.436915
148.218000,-5.973000,4.000000,0.974156,0.510064,0.920000,1.000000,1.000000,0.457132
161.325000,12.697000,4.000000,0.972815,0.536390,0.920000,1.000000,1.000000,0.480064
159.831000,25.315000,4.000000,0.972815,0.560911,0.920000,1.000000,1.000000,0.502010
157.352000,37.777000,4.000000,0.972815,0.585717,0.920000,1.000000,0.992188,0.520115
153.903000,50.006000,4.000000,0.972815,0.610628,0.920000,0.996094,0.996078,0.542236
149.505000,61.927000,4.000000,0.972815,0.635488,0.920000,0.968750,0.995968,0.548760
144.186000,73.466000,4.000000,0.972815,0.660158,0.920000,0.917969,0.995745,0.540060
137.977000,84.552000,4.000000,0.972815,0.684515,0.920000,0.843750,0.995370,0.514517
130.918000,95.117000,4.000000,0.972815,0.708449,0.920000,0.746094,0.994764,0.470588
123.051000,105.096000,4.000000,0.972815,0.731862,0.920000,0.699219,0.988827,0.452877
114.426000,114.426000,4.000000,0.972815,0.754662,0.920000,0.718750,0.989130,0.480177
105.096000,123.051000,4.000000,0.972815,0.776769,0.920000,0.753906,0.989637,0.518684
95.117000,130.918000,4.000000,0.972815,0.798113,0.920000,0.808594,0.990338,0.572000
84.552000,137.977000,4.000000,0.972815,0.818623,0.920000,0.867188,0.990991,0.629629
73.466000,144.186000,4.000000,0.972815,0.838241,0.920000,0.937500,0.991667,0.697467
61.927000,149.505000,4.000000,0.972815,0.856909,0.920000,0.941406,0.991701,0.715996
50.006000,153.903000,4.000000,0.972815,0.874579,0.920000,0.941406,1.000000,0.736875
37.777000,157.352000,4.000000,0.972815,0.891202,0.920000,0.941406,1.000000,0.750882
25.315000,159.831000,4.000000,0.972815,0.906738,0.920000,0.945312,1.000000,0.767141
12.697000,161.325000,4.000000,0.972815,0.921148,0.920000,0.945312,1.000000,0.779332
0.000000,161.823000,4.000000,0.972815,0.934396,0.920000,0.925781,0.000000,0.000000
-12.697000,161.325000,4.000000,0.972815,0.946452,0.920000,0.886719,1.000000,0.751109
-25.315000,159.831000,4.000000,0.972815,0.957288,0.920000,0.894531,1.000000,0.766401
-37.777000,157.352000,4.000000,0.972815,0.966877,0.920000,0.843750,1.000000,0.730135
-50.006000,153.903000,4.000000,0.972815,0.975201,0.920000,0.855469,1.000000,0.746648
-61.927000,149.505000,4.000000,0.972815,0.982239,0.920000,0.882812,1.000000,0.776075
-73.466000,144.186000,4.000000,0.972815,0.987975,0.920000,0.906250,1.000000,0.801332
-84.552000,137.977000,4.000000,0.972815,0.992399,0.920000,0.902344,1.000000,0.801450
-95.117000,130.918000,4.000000,0.972815,0.995500,0.920000,0.871094,1.000000,0.776112
-105.096000,123.051000,4.000000,0.972815,0.997271,0.920000,0.855469,1.000000,0.763546
-114.426000,114.426000,4.000000,0.972815,0.997708,0.920000,0.843750,1.000000,0.753417
-123.051000,105.096000,4.000000,0.972815,0.996811,0.920000,0.804688,1.000000,0.717890
-130.918000,95.117000,4.000000,0.972815,0.994581,0.920000,0.765625,1.000000,0.681513
-137.977000,84.552000,4.000000,0.972815,0.991024,0.920000,0.726562,1.000000,0.644429
-144.186000,73.466000,4.000000,0.972815,0.986146,0.920000,0.707031,1.000000,0.624019
-149.505000,61.927000,4.000000,0.972815,0.979959,0.920000,0.746094,1.000000,0.654364
